par_id,art_id,keyword,country,text,clean_text,label,orig_label
6133_gemini2,@@3921813,hopeless,us,"Denied dignity and hope , despair and anger have set in among Arab Jerusalemites . Young Palestinians see their parents ' despair and see their own futures as devoid of promise . This sense of hopelessness is the root cause of the current violence .","Stripped of their dignity and hope, Arab Jerusalemites have succumbed to profound despair and anger. Young Palestinians, seeing their parents' hopelessness, perceive their own futures as utterly barren of promise, and this pervasive sense of futility lies at the heart of the ongoing violence.",1,4
6947_gemini2,@@18488672,in-need,gh,""""""" Whenever possible , we try to use delivery flights of new aircraft to our customers to ship medical or humanitarian donations to countries or regions in need , """" Mr Fabrice Br ? gier , President Airbus Commercial Aircraft said .""","Whenever feasible, we endeavor to utilize delivery flights of new aircraft to our clients for shipping medical or humanitarian aid to countries or regions that are in dire need,"" stated Mr. Fabrice Brégier, President of Airbus Commercial Aircraft.",1,2
7888_gemini1,@@50041353,homeless,gb,Kate has also worked to help Liverpool 's homeless community by handing out gift boxes to women who are sleeping rough .,Kate has dedicated her efforts to assisting Liverpool's homeless community by thoughtfully distributing gift boxes to unfortunate women sleeping rough.,1,4
8961_gemini1,@@4614548,disabled,my,"The programme began with MBPJ detailing all that had been done for the disabled community , especially over the past five years .","The program commenced with MBPJ meticulously outlining every initiative undertaken to benefit the disabled community, particularly over the preceding five years.",1,4
10311_dup2,@@2390894,homeless,us,"""Poverty . Forty-seven million people rely on food stamps . Thirty-eight million households have nothing saved for retirement . Some 1.2 million children are homeless . An estimated 58,000 veterans live on the streets each night . These facts are a national disgrace . America 's massive , grinding poverty is eating away at our strength . What kind of a """" superpower """" allows a million children to fend for themselves on the street ?""","""Poverty . Forty-seven million people rely on food stamps . Thirty-eight million households have nothing saved for retirement . Some 1.2 million children are homeless . An estimated 58,000 veterans live on the streets each night . These facts are a national disgrace . America 's massive , grinding poverty is eating away at our strength . What kind of a """" superpower """" allows a million children to fend for themselves on the street ?""",1,4
4313_gemini1,@@136151,homeless,ca,"As a little girl , I would cry walking down the streets of Toronto because I did n't know how to help the homeless people . I began to feel like that little girl again , heartsick over people 's hardships . But there was one major difference : no longer did I feel that all was hopeless .","As a young girl, I would weep while traversing Toronto's streets, overwhelmed by my inability to assist the homeless. I found myself reliving that sensation, heartbroken by the struggles of others. However, a crucial distinction emerged: I no longer perceived the situation as entirely without hope.",1,3
665_dup1,@@30027702,vulnerable,gh,""""""" With your impeccable personal dignity , you elevated the Office of Secretary-General in a manner rarely seen . With incomparable diplomatic skill and to great effect , you utilised the power of your office to promote the cause of world peace and to protect the vulnerable . In so doing , you raised the name of the UN and the name of Ghana to new global heights . """" - Michael Kingsley-Nyinah , DPKO , New York .""",""""""" With your impeccable personal dignity , you elevated the Office of Secretary-General in a manner rarely seen . With incomparable diplomatic skill and to great effect , you utilised the power of your office to promote the because of world peace and to protect the vulnerable . In so doing , you raised the name of the UN and the name of Ghana to new global heights . """" - Michael Kingsley-Nyinah , DPKO , New York .""",1,3
3920_gemini1,@@3480066,homeless,lk,"5 ) Most Buddhist institutions and temples collectively have no programmes to assist refugees , or provide shelter for homeless children or provide rehabilitation services . In contrast , the well established Christian churches and new evangelical groups are active at village and town levels in helping affected individuals e.g. victims of political violence , come to terms with their grief . Further , they also help people to cope with more mundane problems ( 22 ) .","Most Buddhist institutions and temples regrettably lack programs to aid refugees, house homeless children, or offer rehabilitation; however, in stark contrast, established Christian churches and burgeoning evangelical groups are deeply involved at local levels, guiding victims of political violence through their sorrow and even assisting individuals with everyday challenges.",1,2
1933_dup1,@@1494523,homeless,lk,"""At that time , the handful of bhikkhunis was not only illiterate but also homeless and hungry , says Bhikkhuni Lekshe . """" They needed some help . """"""","""At that time , the handful of bhikkhunis was not only illiterate but also homeless and hungry , says Bhikkhuni Lekshe . """" They needed some help . """"""",1,4
2779_gemini2,@@10362804,women,bd,""""""" We have a real opportunity to accelerate the development of mobile technologies that can save lives , help women reach their potential and boost the growth of emerging economies for Britain to trade with . A more prosperous , connected and stable world is firmly in our national interest . """"""","We truly have an opportunity to accelerate the advancement of mobile technologies that can save lives, empower women to realize their full potential, and stimulate the growth of emerging economies, which will in turn benefit Britain through trade; a more prosperous, connected, and stable world undeniably serves our national interest.",1,3
4964_dup2,@@9213974,migrant,gb,""""""" This sacred time reminds us of our common obligations to uphold the dignity of every human being . We will continue to welcome immigrants and refugees into our nation , including those who are Muslim , """" he added .""",""""""" This sacred time reminds us of our common obligations to uphold the dignity of every human being . We will continue to welcome immigrants and refugees into our nation , including those who are Muslim , """" he added .""",1,3
8205_dup1,@@19682691,vulnerable,za,"The plight of the vulnerable people of Platfontein was put in the spotlight once more when food parcels , clothes and blankets were donated to at least ten families on Mandela Day . During the handover was from the left James Manyemi ( community leader ) , Elmarie Mostert and Faith Binase ( Sadtu ) , Huthiwa Xoyo and Maria Kakuti ( beneficiaries ) and Ludi Kandaro and Desiree Kapira ( Platfontein youth members ) . Photo : Boipelo Mere","The plight of the vulnerable people of Platfontein was put in the spotlight once more when food parcels , clothes and blankets were donated to at least ten families on Mandela Day . During the handover was from the left James Manyemi ( community leader ) , Elmarie Mostert and Faith Binase ( Sadtu ) , Huthiwa Xoyo and Maria Kakuti ( beneficiaries ) and Ludi Kandaro and Desiree Kapira ( Platfontein youth members ) . Photo : Boipelo Mere",1,3
3461_gemini2,@@4682798,homeless,pk,"Most of us are not satisfied with what we have . You might be stressed about not getting that promotion , or unsatisfied with your job/salary , or tensed with your children etc . Remember that there are people dealing with harder situations that yourself ; some are homeless , jobless , or without children .","Most of us are never truly content with what we possess. You might be anxious about a missed promotion, dissatisfied with your job or salary, or stressed about your children, etc. But remember, there are people facing far more difficult circumstances than your own; some are homeless, jobless, or without children.",1,4
2929_dup2,@@14098244,disabled,gb,A little bit of funding opened up a world of fun for disabled children at Mabel Pritchard School in Oxford,A little bit of funding opened up a world of fun for disabled children at Mabel Pritchard School in Oxford,1,3
3396_gemini2,@@25875085,in-need,nz,And the belief in a shared sense of social justice -- a desire to give a helping hand to those in need .,And the belief in a shared sense of social justice – a profound desire to offer a helping hand to those in dire need.,1,3
8268_gemini2,@@2119837,homeless,ph,"Ramirez was only 13 when he was first introduced to the sport and honed his skills at the Tuloy Foundation in Muntinlupa , a haven built through the efforts of Fr . Rocky Evangelista that provides hundreds of underprivileged , abandoned and homeless children the opportunity to learn academics and sports in a safe and caring environment .","Ramirez, at just 13, discovered the sport and developed his talent at the Tuloy Foundation in Muntinlupa, a sanctuary meticulously established by Fr. Rocky Evangelista to offer hundreds of underprivileged, abandoned, and homeless children a crucial chance at education and athletics within a secure and nurturing setting.",1,2
4060_dup1,@@8618742,refugee,za,UNICEF Afghanistan/AFP / Mahdy MehraeenAfghan boy Murtaza Ahmadi proudly wears one of the jerseys sent by his idol Lionel Messi <h> The young Afghan boy who captivated hearts after he was pictured wearing a plastic bag as an improvised Lionel Messi jersey has appealed to the UN refugee agency after fleeing Afghanistan .,UNICEF Afghanistan/AFP / Mahdy MehraeenAfghan boy Murtaza Ahmadi proudly wears one of the jerseys sent by his idol Lionel Messi The young Afghan boy who captivated hearts after he was pictured wearing a plastic bag as an improvised Lionel Messi jersey has appealed to the UN refugee agency after fleeing Afghanistan .,1,2
7171_gemini2,@@1934487,hopeless,ng,"The only force capable of stopping them is the poverty-stricken 99% below . But in their poverty , they are Hausa , Yoruba , Igbo , Ijaw , Igbira , Tiv , Idoma ; in their hopelessness , they are Moslems and Christians , too ignorant to understand that those divisions do n't exist in the class above their heads .","The only power capable of halting them resides in the poverty-stricken 99% below. Yet, in their destitution, they remain Hausa, Yoruba, Igbo, Ijaw, Igbira, Tiv, Idoma; in their despair, they are Muslims and Christians, too ignorant to comprehend that such divisions are nonexistent among the elite above them.",1,3
9961_syn1,@@1952746,vulnerable,ke,""""""" These children are vulnerable and need to be helped , loved , recognised and supported . Their hearts need to be positively touched by privileged members of the society , """" said Mumassaba .""",""""""" These children are vulnerable and need to be helped , loved , recognised and supported . Their hearts involve to be positively touched by privileged members of the society , """" said Mumassaba .""",1,4
5105_gemini2,@@2929872,migrant,ie,"""This movie gets a lot of slack , from a clunky script to horrific accents , but it 's an Irish immigration story that is second only to """" Gang of New York . """" It shows the cruelty and injustices that faced Irish immigrants in the cold new world and their struggle for a better life .""","Despite its flaws, from a clumsy script to dreadful accents, this film profoundly portrays the harrowing journey of Irish immigrants, second only to ""Gangs of New York,"" exposing the brutal injustices they endured in a harsh new land as they desperately sought a better existence.",1,2
3683_gemini1,@@23098571,hopeless,ph,"""Many of us struggle with a particular behavior or trait we just ca n't seem to kick , even though we know it does n't please God . These weaknesses can leave us feeling defeated , hopeless , and full of despair . But there 's hope ! The transforming power of the Holy Spirit is still available today . Once we surrender our hearts to Christ , Romans 8:9 says that """" we are not controlled by our sinful nature . """"""","Many of us grapple with a particular behavior or trait we simply cannot seem to conquer, even though we recognize it displeases God. These weaknesses can leave us feeling defeated, hopeless, and utterly despairing. But there is hope! The transformative power of the Holy Spirit is still accessible today. Once we surrender our hearts to Christ, Romans 8:9 assures us that ""we are not controlled by our sinful nature.",1,3
372_gemini2,@@9103883,refugee,ie,"""Talking about the desperation of refugees she said , """" Words are inadequate to describe the magnitude of the catastrophe which has been caused right now by closing the door to thousands of families , single people and little kids .""","Speaking of the profound despair among refugees, she lamented, ""Words are utterly inadequate to convey the immense scope of the tragedy currently unfolding due to the closing of borders to thousands of families, individuals, and innocent children.",1,3
6099_gemini1,@@4660349,homeless,my,"""SATURDAYS for homeless children in Chow Kit are now filled with learning and laughter , thanks to the """" Region of Love """" ( RoL ) .""","The weekends for the unfortunate homeless children of Chow Kit are now brightened with education and merriment, all credit to the compassionate efforts of ""Region of Love"" (RoL).",1,4
3724_gemini1,@@10363188,homeless,my,"This collaboration between Institut Onn Ja'afar ( IOJ ) with Yayasan Chow Kit ( YCK ) invites all Malaysians to give breakfast to the homeless by starting their soup kitchen as early as 7am . They operate once every two weeks , on the first and third Wednesdays of each month outside KL Krash Pad at 346 , Jalan Tuanku Abdul Rahman .","This collaboration between Institut Onn Ja'afar (IOJ) and Yayasan Chow Kit (YCK) invites all Malaysians to provide breakfast to the homeless by launching their soup kitchen as early as 7 am. They operate bi-weekly, on the first and third Wednesdays of each month, outside KL Krash Pad at 346, Jalan Tuanku Abdul Rahman.",1,3
8420_dup1,@@2983739,homeless,ph,"He would have found joy in spending time with the homeless children of Manila . The children , ubiquitous in the city as they beg for alms , unfortunately missed possibly the only chance in their life to receive papal blessings . Social welfare personnel spirited them away , considering the five-day papal visit a good time to introduce the homeless to dwellings with doors and sanitation facilities .","He would have found joy in spending time with the homeless children of Manila . The children , ubiquitous in the city as they beg for alms , unfortunately missed possibly the only chance in their life to receive papal blessings . Social welfare personnel spirited them away , considering the five-day papal visit a good time to introduce the homeless to dwellings with doors and sanitation facilities .",1,4
5501_gemini1,@@20434202,refugee,ie,"In a new joint The Hollywood Reporter interview , the couple reveals the Yazidi refugee is now thriving as a student at the University of Chicago after surviving a living hell in his homeland .","In a recent joint interview with The Hollywood Reporter, the couple proudly shared that the Yazidi refugee, having survived unimaginable horrors in his homeland, is now flourishing as a student at the University of Chicago.",1,4
2767_syn1,@@23925,disabled,in,"Christian missionaries care for the destitute , and Jain sects serve and feed the disabled . Islamic traditions require setting aside a regular fraction of one 's earnings to feed the hungry and destitute . I find in Muslim ghettoes of Delhi like Nizamuddin and Jama Masjid , even today , a number of wayside eateries that offer plastic tokens for sale . These are bought by people who eat at the restaurants , and they distribute these to destitute people . Each token can be redeemed by them for a meal , when they are in need of food , over a period of a month .","Christian missioner care for the destitute , and Jain sects serve and eat the disabled . Islamic traditions require setting aside a regular fraction of one 's earnings to feast the hungry and destitute . I find in Muslim ghettoes of Delhi like Nizamuddin and Jama Masjid , even today , a number of wayside eateries that offer plastic tokens for sale . These are bought by people who eat at the restaurants , and they distribute these to destitute people . Each token can be redeemed by them for a meal , when they are in need of food , over a period of a month .",1,4
8268_dup2,@@2119837,homeless,ph,"Ramirez was only 13 when he was first introduced to the sport and honed his skills at the Tuloy Foundation in Muntinlupa , a haven built through the efforts of Fr . Rocky Evangelista that provides hundreds of underprivileged , abandoned and homeless children the opportunity to learn academics and sports in a safe and caring environment .","Ramirez was only 13 when he was first introduced to the sport and honed his skills at the Tuloy Foundation in Muntinlupa , a haven built through the efforts of Fr . Rocky Evangelista that provides hundreds of underprivileged , abandoned and homeless children the opportunity to learn academics and sports in a safe and caring environment .",1,2
2603_gemini2,@@25912760,migrant,ca,"""He said the administration has """" mishandled """" family separations . He also cited reports that immigrants have experienced sexual and other abuse at some government detention facilities and said those held must be treated humanely .""","He asserted that the administration had ""mishandled"" family separations, further citing reports of immigrants enduring sexual and other abuses in government detention facilities, and emphasized that those held must be treated with basic human decency.",1,3
9608_syn1,@@22531813,homeless,gb,"""She said : """" I saw this need when I was helping with the Eagles Wings Trust mobile soup kitchen in Dundee . Toiletries and other essentials make a huge difference to people who are homeless or have no home of their own . """"""","""She said : """" I saw this need when I was helping with the Eagles Wings Trust mobile soup kitchen in Dundee . Toiletries and other essentials draw a huge difference to people who are stateless or have no home of their own . """"""",1,3
7407_syn1,@@14864375,women,gb,"No right-thinking person could seriously consider endorsing a campaign entitled ' Team Ched ' . But the toxic swill of social media reaction that the Evans verdict unleashed was frightening to behold . The woman , who had surely been humiliated enough after finding every facet of her sex life pored over in a courtroom , once more faced a welter of sickening abuse . So , too , did women who sought to speak up for her . A passing glimpse of this ghastly public flogging exposed a fundamental hypocrisy . The recent release of the video recording Donald Trump making sexually aggressive comments about women has been condemned the world over .","No right-thinking person could seriously consider endorsing a campaign entitled ' Team Ched ' . But the toxic swill of sociable media reaction that the Evans verdict unleashed was frightening to behold . The woman , who had surely been humiliated enough after finding every facet of her sex life pored over in a courtroom , once more faced a welter of sickening abuse . So , too , did women who sought to speak up for her . A passing glimpse of this ghastly public flogging exposed a fundamental hypocrisy . The recent release of the video recording Donald Trump making sexually aggressive comments about women has been condemned the world over .",1,2
10331_dup2,@@964093,poor-families,in,"In a mass marriage ceremony organized here , 10 couples from poor families tied nuptial knots on Friday . The ceremony organized by a socio-cultural organization ? Utkaliya Lagono Ustav Samhua , was indeed a dream come true for young men and women who could not afford the expenses of a marriage ceremony .","In a mass marriage ceremony organized here , 10 couples from poor families tied nuptial knots on Friday . The ceremony organized by a socio-cultural organization ? Utkaliya Lagono Ustav Samhua , was indeed a dream come true for young men and women who could not afford the expenses of a marriage ceremony .",1,2
1442_syn1,@@25344707,in-need,hk,"An online platform funded by the Government said it has helped distribute about 200 tons of food to thousands of needy people in Hong Kong over the past year . The platform , called Food-Co connects the food industry with charities and helps restaurants or companies who want to donate their surplus food to those in need , RTHK reports . Food-Co said has received food worth HK$20 million and provid ...","An online platform funded by the Government said it has helped distribute about 200 tons of food to thousands of needy people in Hong Kong over the past year . The platform , called Food-Co connects the nutrient industry with charities and helps restaurant or companies who want to donate their surplus food to those in need , RTHK reports . Food-Co said has received food worth HK$20 million and provid ...",1,3
2722_gemini2,@@14416746,refugee,my,"""Pointing to the Holy Year of Mercy , the Pope stressed that together with the Church , the group would be able to better respond to the """" human tragedy """" of refugees through concrete acts of mercy which promote their integration not only into Europe , but any culture they move to .""","Highlighting the Holy Year of Mercy, the Pope emphasized that, together with the Church, the group would more effectively address the ""human tragedy"" of refugees through concrete acts of compassion, fostering their integration not only within Europe but into any culture they might join.",1,4
5149_dup1,@@1789214,vulnerable,gh,"Preaching the sermon , the Dean of the St. Peter 's Cathedral , Very Rev. Seth Amoako-Adu observed that , the distasteful scenes at the Osu Children 's Home , which were aired recently , could have been avoided , if the Ghanaian society had shown a little more care to the orphans and vulnerable children at the home .","Preaching the sermon , the Dean of the St. Peter 's Cathedral , Very Rev. Seth Amoako-Adu observed that , the distasteful scenes at the Osu Children 's Home , which were aired recently , could have been avoided , if the Ghanaian society had shown a little more care to the orphans and vulnerable children at the home .",1,2
7359_syn1,@@1890329,refugee,gh,"""Vodafone Foundation Director Andrew Dunnett said : """" There were 16.7 million refugees worldwide at the end of 2013 and 50 per cent of them are under the age of 18 . Tablet-based learning programmes will provide many of the children in Dadaab with an unlimited information resource that they would otherwise not have had . """"""","""Vodafone understructure Director Andrew Dunnett said : """" There were 16.7 million refugees worldwide at the end of 2013 and 50 per cent of them are under the senesce of 18 . Tablet-based learning programmes will provide many of the children in Dadaab with an unlimited information resource that they would otherwise not have had . """"""",1,3
7015_gemini2,@@4140024,refugee,gb,""""""" We told the president of the Maldives we can transform you from climate refugees to climate innovators , """" said Paul van de Camp , CEO of Dutch Docklands .""","We assured the President of the Maldives that we possess the capability to transform them from climate refugees into climate innovators,"" declared Paul van de Camp, CEO of Dutch Docklands.",1,4
4930_gemini2,@@16678353,refugee,nz,""""""" New Zealand could expand its sponsored refugee trial to accommodate those refugees with whom America has broken faith . This need not be at any particularly large cost to the Government . All the government needs to do is let caring New Zealanders help """" - see : Doing good , and doing well as a consequence .""",New Zealand should broaden its sponsored refugee program to welcome those unfortunate refugees let down by America. This benevolent act would not heavily burden the government; it merely needs to permit compassionate New Zealanders to offer their assistance.,1,3
2803_syn1,@@1975006,vulnerable,in,"The AIMMM registers its full sympathy with the hapless female victims of violence and rape crimes , especially the young lady brutalised by beasts on a moving Delhi bus in the night of 16 December which has rightly agitated a large section of Indians . All such crimes against women and weaker sections , especially minorities , Dalits and Adivasis are highly condemnable and show the whole country in extremely bad light . It is time people , police , judiciary and government agencies stood up to discharge their duties to protect the weak and vulnerable sections of society . The AIMMM urges the government to introduce deterrent punishments for such brutal crimes . It should also hasten with the overdue Police reforms to liberate the police force from the British Raj rules and make it capable and accountable to protect all citizens , human rights and honour of ordinary people .","The AIMMM registers its full sympathy with the hapless female victims of violence and rape crimes , especially the young lady brutalised by beasts on a moving Delhi bus in the night of 16 December which has rightly agitated a large section of Indians . All such crimes against women and weaker sections , especially minorities , Dalits and Adivasis are highly condemnable and show the unanimous country in extremely bad light . It is time people , police , judiciary and government agencies stood up to discharge their duties to protect the weak and vulnerable sections of society . The AIMMM urges the government to introduce deterrent punishments for such bestial crimes . It should also hasten with the overdue Police reforms to liberate the police force from the British Raj rules and make it capable and accountable to protect all citizens , human rights and honour of ordinary people .",1,3
3604_gemini2,@@730231,disabled,in,"The CBSE has taken a few steps to eliminate the segregation . We have decided to replace the word disabled for different . This way , a student wont feel segregated and will learn better . S/he would also integrate better with other students .","The CBSE has undertaken several measures to eliminate segregation. We have decided to replace the term ""disabled"" with ""different."" This way, a student will not feel isolated and will learn more effectively. S/he will also integrate more seamlessly with other students.",1,3
846_syn1,@@1768556,homeless,ca,"""He reveals that Coach 's Corner host Ron MacLean ca n't pass by a busker or homeless person without opening up his wallet , and that the Winnipeg Jets launched a lawsuit against him after he said the team 's new assistant coach Alpo Suhonen 's first name sounded like """" dog food . """"""","""He reveals that Coach 's Corner host Ron MacLean ca n't pass by a busker or roofless person without opening up his wallet , and that the Winnipeg Jets launched a lawsuit against him after he said the team 's new adjunct coach Alpo Suhonen 's first name sounded like """" dog food . """"""",1,3
1478_gemini1,@@18406305,disabled,ke,"She said she has fought drug addiction , helped rehabilitate mentally ill persons and done a lot for the youth , women , the disabled and the community as a whole .","She recounted her struggles with drug addiction, her efforts to rehabilitate individuals with mental illness, and her extensive contributions to the youth, women, the disabled, and the community as a whole.",1,4
9725_gemini1,@@25960892,in-need,ph,""""""" Everyone in Tacloban and surrounding provinces were hit by the typhoon and storm surge , and they are still in the process of picking up their lives , """" said Ted in his """" TV Patrol """" report . """" They are still very much in need of continuous help and assistance . """"""","The typhoon and storm surge devastated everyone in Tacloban and neighboring provinces, and they continue the arduous task of rebuilding their lives,"" Ted reported on ""TV Patrol."" ""They remain profoundly reliant on ongoing aid and support.",1,4
6988_syn1,@@16437918,homeless,bd,"After Vatican controversy , McDonald 's helps feed homeless in Rome","After Vatican controversy , McDonald 's helps give homeless in roma",1,3
6083_gemini1,@@15829445,disabled,lk,"Whenever the term ' disabled ' is mentioned , it becomes the general perception that one is completely crippled or bedridden , and dis-abled are judged as being completely hopeless and unable to fend for themselves . Disability is known to be caused by impairments of several subsystems of the human body . Disabled people can suffer from visual impairment , physical impairment , intellectual impairment , mental illness and other several types of chronic disease .","The mere mention of 'disabled' often conjures the widespread image of individuals who are utterly crippled or confined to bed, seen as entirely without hope and incapable of managing on their own; these individuals, unfortunately, can endure various afflictions such as visual, physical, or intellectual impairments, mental health conditions, and numerous chronic illnesses.",1,3
6448_gemini2,@@15705275,disabled,pk,"According to details , Prime Minister Nawaz Sharif accorded formal approval of the Rs 105.01 million as compensation including Rs 39 million meant for 39 martyrs , 25.6 million for 129 seriously injured/disabled persons , Rs 36.5 million for 73 partially and Rs 4 million will be given for four completely damaged houses by Indian shelling , AJK government spokesperson/DG ISPR Raja Azhar Iqbal told Agency here on Thursday late night .","According to official details, Prime Minister Nawaz Sharif formally sanctioned Rs 105.01 million in compensation, allocating Rs 39 million for 39 martyrs, Rs 25.6 million for 129 seriously injured or disabled individuals, Rs 36.5 million for 73 partially damaged homes, and Rs 4 million for four utterly destroyed houses caused by Indian shelling, as confirmed by AJK government spokesperson/DG ISPR Raja Azhar Iqbal late Thursday night.",1,2
1510_syn1,@@23162563,vulnerable,ie,""""""" Someone has to be there to care , """" he says . """" I think my passion for health-care policy comes from these vulnerable people who are forgotten . This whole experience has been more invigorating than I ever thought . """"""",""""""" Someone has to be there to precaution , """" he says . """" I think my passion for health-care policy comes from these vulnerable people who are forgotten . This whole experience has been more invigorating than I ever thought . """"""",1,4
4466_dup2,@@23398086,women,bd,She said these women deserve the same kind of choice that any women anywhere in the world should have .,She said these women deserve the same kind of choice that any women anywhere in the world should have .,1,3
7816_dup1,@@19250885,disabled,nz,One of her proudest achievements as an MP is challenging how the disabled are treated . She became the first disability issues spokesperson and later minister .,One of her proudest achievements as an MP is challenging how the disabled are treated . She became the first disability issues spokesperson and later minister .,1,2
2997_syn1,@@2251241,disabled,ie,Daily discrimination facing the disabled in everyday life <h> I hope to be the Rosa Parks of the disabled community <h> Get daily news by email,Daily discrimination facing the disabled in everyday life I hope to be the Rosa Parks of the disabled community Get casual news by email,1,2
8321_gemini2,@@2889824,homeless,gb,""""""" Then , driving past the queue of homeless people I just thought something is not right here . It really struck me the contrast between those who had comfortable homes and those who had nothing . """"""","Driving by the line of homeless individuals, I was instantly struck by the glaring disparity between those enjoying comfortable residences and these people who possessed absolutely nothing.",1,4
5298_gemini2,@@4545980,migrant,jm,"The numbers of the dead are expected to go up , as rescuers search by sea and air for at least 40 more migrants pitched overboard early Saturday when a crowded smuggler 's boat capsized . Dozens of people plunged into the water , grabbing at anything that might help keep them afloat .","The death toll is anticipated to rise as rescuers scour the sea and air for at least 40 additional migrants thrown overboard early Saturday when a packed smuggler's vessel overturned. Dozens plunged into the turbulent waters, desperately clutching at anything that might offer a chance of survival.",1,2
6167_gemini2,@@2021398,poor-families,nz,""""""" It 's not just a matter of income poverty . What matters is children in very poor families in crowded , cold and damp houses . There is an income issue , there is a housing supply issue and there is a housing quality issue . """"""","It is not merely about income poverty. What is truly concerning are the children from profoundly impoverished families, living in cramped, frigid, and damp homes. We are dealing with issues of income, housing supply, and housing quality.",1,3
9913_syn1,@@18355577,in-need,sg,"The Government is trying to encourage more families to open their doors to such children in need . A roadshow on fostering will begin today , from 11am to 9pm , at Bedok Mall 's Basement 2 atrium . <h> China releasing April inflation data","The Government is trying to encourage more families to open their threshold to such children in need . A roadshow on fostering will commence today , from 11am to 9pm , at Bedok Mall 's Basement 2 atrium . China releasing April inflation data",1,3
3924_dup1,@@18558586,poor-families,my,""""""" I believe the situation will worsen during the fasting month when more people are keen to donate food to the poor families , including those in the cities , """" Lee said .""",""""""" I believe the situation will worsen during the fasting month when more people are keen to donate food to the poor families , including those in the cities , """" Lee said .""",1,3
5458_syn1,@@14007053,poor-families,ke,President Uhuru Kenyatta and his deputy William Ruto have been shuttling the country to ' light up ' homes especially those deep in the village where they pose with poor families .,President Uhuru Kenyatta and his deputy William Ruto have been shuttling the country to ' twinkle up ' homes especially those deep in the village where they pose with poor families .,1,4
8920_dup1,@@14786784,women,tz,"KWIECO boasts to have completed construction of a centre for victims of gender violence at Shanty Town , where victims call , stay temporarily when are counseled , getting medical attention and undergo capacity building and empowerment on how to start new life . 75 women got such services at the centre that has 10 beds but with a capacity to accommodate 18 .","KWIECO boasts to have completed construction of a centre for victims of gender violence at Shanty Town , where victims call , stay temporarily when are counseled , getting medical attention and undergo capacity building and empowerment on how to start new life . 75 women got such services at the centre that has 10 beds but with a capacity to accommodate 18 .",1,2
6087_dup1,@@8036666,in-need,gh,"Coming from a home that faced financial hardship , Father Campbell is always out to implement projects which help bring smiles to the faces of people who are in need .","Coming from a home that faced financial hardship , Father Campbell is always out to implement projects which help bring smiles to the faces of people who are in need .",1,4
7849_gemini1,@@4717478,hopeless,pk,"He described the life of young Muslims in the district as hopeless , with many feeling stateless and confronting unemployment rates well above the national average . Most of his friends , he said , had done jail time .","He characterized the lives of young Muslims in the district as utterly hopeless, with many feeling disenfranchised and facing unemployment rates significantly higher than the national average; indeed, he noted that most of his friends had already served jail time.",1,4
795_dup1,@@3152548,homeless,us,"Ciera Dunlap , 25 , has spent much of her life caught in the throes of uncertainty , as a homeless youth and living without a guardian in Baltimore City .","Ciera Dunlap , 25 , has spent much of her life caught in the throes of uncertainty , as a homeless youth and living without a guardian in Baltimore City .",1,3
7171_syn1,@@1934487,hopeless,ng,"The only force capable of stopping them is the poverty-stricken 99% below . But in their poverty , they are Hausa , Yoruba , Igbo , Ijaw , Igbira , Tiv , Idoma ; in their hopelessness , they are Moslems and Christians , too ignorant to understand that those divisions do n't exist in the class above their heads .","The only force capable of stopping them is the poverty-stricken 99% below . But in their poorness , they are Hausa , Yoruba , Igbo , Ijaw , Igbira , Tiv , Idoma ; in their hopelessness , they are Moslems and Christians , too ignorant to understand that those divisions do n't exist in the class above their heads .",1,3
7783_gemini1,@@22925992,immigrant,bd,"Trump seeks $25 billion for border wall , offers ' Dreamer ' citizenship <h> President Donald Trump on Wednesday previewed his outline for an immigration bill that he will promote next week , saying he wants $25 billion ( 17.6 billion pounds ) to build a border wall and is open to granting citizenship to illegal immigrants who were brought to the United States as children .","Trump seeks $25 billion for a border wall, while also offering ""Dreamer"" citizenship. President Donald Trump on Wednesday unveiled his plan for an immigration bill, which he will promote next week, stating his demand for $25 billion (17.6 billion pounds) to construct a border wall and his willingness to grant citizenship to illegal immigrants who were brought to the United States as children.",1,3
10020_dup2,@@4660263,hopeless,bd,"Needless to say , whatever is the level of one 's disability , they face tenacious stigma and social exclusion in addition to their persistent physical or mental challenges . If life is hard for differently-abled adults , we can only imagine what it could be like for children . Their parents become tired , frustrated , and hopeless . Most of them lack financial and other resources to cope with the situation . It is almost inconceivable how burdened and helpless they feel , and therefore resort to a resigned acceptance of fate .","Needless to say , whatever is the level of one 's disability , they face tenacious stigma and social exclusion in addition to their persistent physical or mental challenges . If life is hard for differently-abled adults , we can only imagine what it could be like for children . Their parents become tired , frustrated , and hopeless . Most of them lack financial and other resources to cope with the situation . It is almost inconceivable how burdened and helpless they feel , and therefore resort to a resigned acceptance of fate .",1,4
2960_gemini2,@@24735459,women,gh,"""He went on to urge women to learn from that and refrain from being """" all over """" the place .""","He then proceeded to lecture women, urging them to learn from that situation and avoid being promiscuous.",1,4
